"query_id","query_name","row_number","result_json"
18,"Consolidated Growth Opportunities",103,"{""activity"": 15, ""entity_id"": ""b1aaae6b66ad3c40f54b389d7ea4bee0"", ""entity_type"": ""Seller"", ""sales_value"": 1569.24, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 21.42, ""revenue_headroom_score"": 83.83, ""customer_acceptance_score"": 73.24, ""revenue_opportunity_score"": 70.55, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",104,"{""activity"": 38, ""entity_id"": ""75fbb52eda0cbc24f479d3b2fbfa8d3e"", ""entity_type"": ""Seller"", ""sales_value"": 1994.45, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 57.56, ""revenue_headroom_score"": 76.64, ""customer_acceptance_score"": 79.63, ""revenue_opportunity_score"": 70.53, ""operational_readiness_score"": 60.06}"
18,"Consolidated Growth Opportunities",105,"{""activity"": 13, ""entity_id"": ""2f74af7a0ee5636f12c2336f9fffed47"", ""entity_type"": ""Seller"", ""sales_value"": 724.47, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 15.44, ""revenue_headroom_score"": 96.85, ""customer_acceptance_score"": 63.06, ""revenue_opportunity_score"": 70.50, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",106,"{""activity"": 31, ""entity_id"": ""0ebd97a106433a45a4aebe57c1799778"", ""entity_type"": ""Seller"", ""sales_value"": 3661.68, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 50.69, ""revenue_headroom_score"": 59.01, ""customer_acceptance_score"": 83.27, ""revenue_opportunity_score"": 70.50, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",107,"{""activity"": 10, ""entity_id"": ""f435898e493ba0356019a0b1cb8b55b1"", ""entity_type"": ""Seller"", ""sales_value"": 880.68, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 0.00, ""revenue_headroom_score"": 94.34, ""customer_acceptance_score"": 73.24, ""revenue_opportunity_score"": 70.49, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",108,"{""activity"": 28, ""entity_id"": ""1771297ac436903d1dd6b0e9279aa505"", ""entity_type"": ""Seller"", ""sales_value"": 3466.43, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 46.89, ""revenue_headroom_score"": 60.47, ""customer_acceptance_score"": 92.40, ""revenue_opportunity_score"": 70.46, ""operational_readiness_score"": 70.25}"
18,"Consolidated Growth Opportunities",109,"{""activity"": 10, ""entity_id"": ""431050a06a317f2b38168dec3dcd2b46"", ""entity_type"": ""Seller"", ""sales_value"": 1576.15, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 0.00, ""revenue_headroom_score"": 83.67, ""customer_acceptance_score"": 83.75, ""revenue_opportunity_score"": 70.44, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",110,"{""activity"": 65, ""entity_id"": ""d566c37fa119d5e66c4e9052e83ee4ea"", ""entity_type"": ""Seller"", ""sales_value"": 6124.92, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 73.48, ""revenue_headroom_score"": 41.47, ""customer_acceptance_score"": 94.91, ""revenue_opportunity_score"": 70.43, ""operational_readiness_score"": 73.97}"
18,"Consolidated Growth Opportunities",111,"{""activity"": 13, ""entity_id"": ""c2d70ce2c5d0a2eb75e78668236e6dc8"", ""entity_type"": ""Seller"", ""sales_value"": 2699.92, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 15.44, ""revenue_headroom_score"": 68.07, ""customer_acceptance_score"": 91.51, ""revenue_opportunity_score"": 70.40, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",112,"{""activity"": 21, ""entity_id"": ""6b15924333bd1a741595fe981ea04822"", ""entity_type"": ""Seller"", ""sales_value"": 854.46, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 36.62, ""revenue_headroom_score"": 94.66, ""customer_acceptance_score"": 94.18, ""revenue_opportunity_score"": 70.33, ""operational_readiness_score"": 32.74}"
18,"Consolidated Growth Opportunities",113,"{""activity"": 11, ""entity_id"": ""141440cad9341e553f8401c574a2aa38"", ""entity_type"": ""Seller"", ""sales_value"": 1579.00, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 5.01, ""revenue_headroom_score"": 83.51, ""customer_acceptance_score"": 80.11, ""revenue_opportunity_score"": 70.05, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",114,"{""activity"": 61, ""entity_id"": ""cce6ab8d1682639fe45ab70234f1665f"", ""entity_type"": ""Seller"", ""sales_value"": 3579.59, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 70.98, ""revenue_headroom_score"": 59.82, ""customer_acceptance_score"": 85.45, ""revenue_opportunity_score"": 70.03, ""operational_readiness_score"": 63.22}"
18,"Consolidated Growth Opportunities",115,"{""activity"": 13, ""entity_id"": ""c3e1abd72a42fe690fcd89cf5720fe29"", ""entity_type"": ""Seller"", ""sales_value"": 1967.58, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 15.44, ""revenue_headroom_score"": 77.20, ""customer_acceptance_score"": 80.92, ""revenue_opportunity_score"": 69.96, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",116,"{""activity"": 11, ""entity_id"": ""6f83d9e4da896daae20b9b6b2d3ff8d2"", ""entity_type"": ""Seller"", ""sales_value"": 985.04, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 5.01, ""revenue_headroom_score"": 92.89, ""customer_acceptance_score"": 69.77, ""revenue_opportunity_score"": 69.76, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",117,"{""activity"": 12, ""entity_id"": ""2c4c47cb51acd5ea5db5e0ae0e26542a"", ""entity_type"": ""Seller"", ""sales_value"": 2917.37, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 10.35, ""revenue_headroom_score"": 65.80, ""customer_acceptance_score"": 94.18, ""revenue_opportunity_score"": 69.76, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",118,"{""activity"": 14, ""entity_id"": ""52562a9f449c3dc3d53f5f5b9ed74903"", ""entity_type"": ""Seller"", ""sales_value"": 3710.64, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 18.35, ""revenue_headroom_score"": 58.85, ""customer_acceptance_score"": 97.09, ""revenue_opportunity_score"": 69.75, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",119,"{""activity"": 18, ""entity_id"": ""c35672b10ad50968f567ea3f4b91e877"", ""entity_type"": ""Seller"", ""sales_value"": 1515.35, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 30.40, ""revenue_headroom_score"": 85.21, ""customer_acceptance_score"": 83.75, ""revenue_opportunity_score"": 69.72, ""operational_readiness_score"": 57.88}"
18,"Consolidated Growth Opportunities",120,"{""activity"": 34, ""entity_id"": ""e49c26c3edfa46d227d5121a6b6e4d37"", ""entity_type"": ""Seller"", ""sales_value"": 4765.66, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 53.92, ""revenue_headroom_score"": 49.96, ""customer_acceptance_score"": 88.12, ""revenue_opportunity_score"": 69.72, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",121,"{""activity"": 35, ""entity_id"": ""bf3c6d2a28b2b5501e6c15448982dcc9"", ""entity_type"": ""Seller"", ""sales_value"": 4648.15, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 54.65, ""revenue_headroom_score"": 50.85, ""customer_acceptance_score"": 90.62, ""revenue_opportunity_score"": 69.45, ""operational_readiness_score"": 75.26}"
18,"Consolidated Growth Opportunities",122,"{""activity"": 17, ""entity_id"": ""da7039f29f90ce5b4846ffc0fcc93beb"", ""entity_type"": ""Seller"", ""sales_value"": 1503.55, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 27.24, ""revenue_headroom_score"": 85.53, ""customer_acceptance_score"": 86.34, ""revenue_opportunity_score"": 69.43, ""operational_readiness_score"": 55.13}"
18,"Consolidated Growth Opportunities",123,"{""activity"": 46, ""entity_id"": ""83e197e95a1bbabc8c75e883ed016c47"", ""entity_type"": ""Seller"", ""sales_value"": 7535.52, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 63.86, ""revenue_headroom_score"": 36.14, ""customer_acceptance_score"": 98.14, ""revenue_opportunity_score"": 69.41, ""operational_readiness_score"": 78.17}"
18,"Consolidated Growth Opportunities",124,"{""activity"": 33, ""entity_id"": ""1caf283236cd69af44cbc09a0a1e7d32"", ""entity_type"": ""Seller"", ""sales_value"": 1530.25, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 52.87, ""revenue_headroom_score"": 84.88, ""customer_acceptance_score"": 91.11, ""revenue_opportunity_score"": 69.30, ""operational_readiness_score"": 34.28}"
18,"Consolidated Growth Opportunities",125,"{""activity"": 12, ""entity_id"": ""21e83881401b92b49fb09a16d3852291"", ""entity_type"": ""Seller"", ""sales_value"": 3606.09, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 10.35, ""revenue_headroom_score"": 59.58, ""customer_acceptance_score"": 98.71, ""revenue_opportunity_score"": 69.25, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",126,"{""activity"": 45, ""entity_id"": ""bccf933e006e9b94a6184af782963e77"", ""entity_type"": ""Seller"", ""sales_value"": 5047.21, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 63.14, ""revenue_headroom_score"": 48.42, ""customer_acceptance_score"": 85.77, ""revenue_opportunity_score"": 69.15, ""operational_readiness_score"": 77.69}"
18,"Consolidated Growth Opportunities",127,"{""activity"": 44, ""entity_id"": ""4da0e408c99d2fdc2126dc9fce518060"", ""entity_type"": ""Seller"", ""sales_value"": 3964.73, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 62.17, ""revenue_headroom_score"": 57.07, ""customer_acceptance_score"": 74.94, ""revenue_opportunity_score"": 69.14, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",128,"{""activity"": 13, ""entity_id"": ""caa9bc43a9fe8cf9c564ddd8a03cc4a6"", ""entity_type"": ""Seller"", ""sales_value"": 1037.74, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 15.44, ""revenue_headroom_score"": 92.16, ""customer_acceptance_score"": 94.18, ""revenue_opportunity_score"": 69.05, ""operational_readiness_score"": 43.33}"
18,"Consolidated Growth Opportunities",129,"{""activity"": 25, ""entity_id"": ""5debea795b07621e1f90532e18f96145"", ""entity_type"": ""Seller"", ""sales_value"": 2388.13, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 43.17, ""revenue_headroom_score"": 71.79, ""customer_acceptance_score"": 69.44, ""revenue_opportunity_score"": 69.05, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",130,"{""activity"": 21, ""entity_id"": ""52f9db5cfb423382a2fa5c9e39303202"", ""entity_type"": ""Seller"", ""sales_value"": 1564.53, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 36.62, ""revenue_headroom_score"": 83.91, ""customer_acceptance_score"": 60.55, ""revenue_opportunity_score"": 69.04, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",131,"{""activity"": 14, ""entity_id"": ""980640c45d7a4635885491d077167e4d"", ""entity_type"": ""Seller"", ""sales_value"": 1246.66, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 18.35, ""revenue_headroom_score"": 89.01, ""customer_acceptance_score"": 93.29, ""revenue_opportunity_score"": 69.00, ""operational_readiness_score"": 46.24}"
18,"Consolidated Growth Opportunities",132,"{""activity"": 25, ""entity_id"": ""e48b04bf1aa1ef711caebeb7aede6180"", ""entity_type"": ""Seller"", ""sales_value"": 3832.73, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 43.17, ""revenue_headroom_score"": 57.96, ""customer_acceptance_score"": 82.86, ""revenue_opportunity_score"": 68.93, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",133,"{""activity"": 15, ""entity_id"": ""ba5daa4041e1f15cdf34b76e3e18a450"", ""entity_type"": ""Seller"", ""sales_value"": 959.35, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 21.42, ""revenue_headroom_score"": 93.69, ""customer_acceptance_score"": 57.56, ""revenue_opportunity_score"": 68.80, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",134,"{""activity"": 10, ""entity_id"": ""f44b6f775a2b390380e0e30b5c9d3eee"", ""entity_type"": ""Seller"", ""sales_value"": 3188.24, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 0.00, ""revenue_headroom_score"": 63.06, ""customer_acceptance_score"": 98.87, ""revenue_opportunity_score"": 68.79, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",135,"{""activity"": 61, ""entity_id"": ""d57e18d5f73c7ccb7f7339b61166898d"", ""entity_type"": ""Seller"", ""sales_value"": 4111.19, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 70.98, ""revenue_headroom_score"": 56.02, ""customer_acceptance_score"": 77.36, ""revenue_opportunity_score"": 68.75, ""operational_readiness_score"": 72.35}"
18,"Consolidated Growth Opportunities",136,"{""activity"": 15, ""entity_id"": ""3c010235b7345c92f125d14ee232a76b"", ""entity_type"": ""Seller"", ""sales_value"": 4005.32, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 21.42, ""revenue_headroom_score"": 56.83, ""customer_acceptance_score"": 94.18, ""revenue_opportunity_score"": 68.73, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",137,"{""activity"": 39, ""entity_id"": ""113e3a788b935f48aad63e1c41dac1bd"", ""entity_type"": ""Seller"", ""sales_value"": 1533.95, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 58.29, ""revenue_headroom_score"": 84.72, ""customer_acceptance_score"": 63.86, ""revenue_opportunity_score"": 68.72, ""operational_readiness_score"": 61.60}"
18,"Consolidated Growth Opportunities",138,"{""activity"": 19, ""entity_id"": ""d9442042130b7fe579d1295f9f4a248f"", ""entity_type"": ""Seller"", ""sales_value"": 1111.04, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 32.82, ""revenue_headroom_score"": 91.35, ""customer_acceptance_score"": 70.74, ""revenue_opportunity_score"": 68.57, ""operational_readiness_score"": 60.06}"
18,"Consolidated Growth Opportunities",139,"{""activity"": 12, ""entity_id"": ""e256a62e0ac58c0edfba09966142d561"", ""entity_type"": ""Seller"", ""sales_value"": 1809.55, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 10.35, ""revenue_headroom_score"": 79.95, ""customer_acceptance_score"": 76.07, ""revenue_opportunity_score"": 68.57, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",140,"{""activity"": 11, ""entity_id"": ""77fccaae319668a8ab6cd0fd16aec48c"", ""entity_type"": ""Seller"", ""sales_value"": 1888.44, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 5.01, ""revenue_headroom_score"": 78.42, ""customer_acceptance_score"": 79.87, ""revenue_opportunity_score"": 68.45, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",141,"{""activity"": 13, ""entity_id"": ""a2deecd5398f5df4987110c80a1972a3"", ""entity_type"": ""Seller"", ""sales_value"": 845.80, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 15.44, ""revenue_headroom_score"": 94.99, ""customer_acceptance_score"": 57.96, ""revenue_opportunity_score"": 68.41, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",142,"{""activity"": 45, ""entity_id"": ""c68fb906c8f4b4b946d8386bfa6e5467"", ""entity_type"": ""Seller"", ""sales_value"": 5433.61, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 63.14, ""revenue_headroom_score"": 45.84, ""customer_acceptance_score"": 85.77, ""revenue_opportunity_score"": 68.38, ""operational_readiness_score"": 77.69}"
18,"Consolidated Growth Opportunities",143,"{""activity"": 50, ""entity_id"": ""25cf099de44674fde97473224f9d59ab"", ""entity_type"": ""Seller"", ""sales_value"": 2359.55, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 65.72, ""revenue_headroom_score"": 72.19, ""customer_acceptance_score"": 65.40, ""revenue_opportunity_score"": 68.19, ""operational_readiness_score"": 68.23}"
18,"Consolidated Growth Opportunities",144,"{""activity"": 17, ""entity_id"": ""8602a61d680a10a82cceeeda0d99ea3d"", ""entity_type"": ""Seller"", ""sales_value"": 1079.90, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 27.24, ""revenue_headroom_score"": 91.75, ""customer_acceptance_score"": 75.59, ""revenue_opportunity_score"": 68.07, ""operational_readiness_score"": 55.13}"
18,"Consolidated Growth Opportunities",145,"{""activity"": 16, ""entity_id"": ""8daab2245ebdc277c51098d01c5ad8ef"", ""entity_type"": ""Seller"", ""sales_value"": 1888.64, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 24.25, ""revenue_headroom_score"": 78.33, ""customer_acceptance_score"": 91.92, ""revenue_opportunity_score"": 67.95, ""operational_readiness_score"": 52.95}"
18,"Consolidated Growth Opportunities",146,"{""activity"": 21, ""entity_id"": ""5bffbafbb22daf6d3bfc216a46db8708"", ""entity_type"": ""Seller"", ""sales_value"": 5694.20, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 36.62, ""revenue_headroom_score"": 44.14, ""customer_acceptance_score"": 96.69, ""revenue_opportunity_score"": 67.95, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",147,"{""activity"": 27, ""entity_id"": ""cac876b37d3abcd6bd76caca30277996"", ""entity_type"": ""Seller"", ""sales_value"": 2958.79, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 45.68, ""revenue_headroom_score"": 65.00, ""customer_acceptance_score"": 80.92, ""revenue_opportunity_score"": 67.87, ""operational_readiness_score"": 68.96}"
18,"Consolidated Growth Opportunities",148,"{""activity"": 18, ""entity_id"": ""6aa3928696eab49a19a466e665a649fd"", ""entity_type"": ""Seller"", ""sales_value"": 2410.68, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 30.40, ""revenue_headroom_score"": 71.46, ""customer_acceptance_score"": 91.27, ""revenue_opportunity_score"": 67.85, ""operational_readiness_score"": 57.88}"
18,"Consolidated Growth Opportunities",149,"{""activity"": 19, ""entity_id"": ""e84ad2127668df3aafc6b73531a0beb8"", ""entity_type"": ""Seller"", ""sales_value"": 1273.73, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 32.82, ""revenue_headroom_score"": 88.92, ""customer_acceptance_score"": 70.74, ""revenue_opportunity_score"": 67.84, ""operational_readiness_score"": 60.06}"
18,"Consolidated Growth Opportunities",150,"{""activity"": 19, ""entity_id"": ""b494891378bd8f4560abe576c52deacd"", ""entity_type"": ""Seller"", ""sales_value"": 3134.98, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 32.82, ""revenue_headroom_score"": 63.30, ""customer_acceptance_score"": 96.12, ""revenue_opportunity_score"": 67.76, ""operational_readiness_score"": 60.06}"
18,"Consolidated Growth Opportunities",151,"{""activity"": 13, ""entity_id"": ""128f9bfbe4c7d5185033914b1de3d39a"", ""entity_type"": ""Seller"", ""sales_value"": 1519.37, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 15.44, ""revenue_headroom_score"": 85.13, ""customer_acceptance_score"": 96.85, ""revenue_opportunity_score"": 67.74, ""operational_readiness_score"": 43.33}"
18,"Consolidated Growth Opportunities",152,"{""activity"": 14, ""entity_id"": ""4a1f694197d05fe70026b016a7316b41"", ""entity_type"": ""Seller"", ""sales_value"": 1278.75, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 18.35, ""revenue_headroom_score"": 88.76, ""customer_acceptance_score"": 89.25, ""revenue_opportunity_score"": 67.72, ""operational_readiness_score"": 46.24}"
18,"Consolidated Growth Opportunities",153,"{""activity"": 34, ""entity_id"": ""a3dd39f583bc80bd8c5901c95878921e"", ""entity_type"": ""Seller"", ""sales_value"": 5412.16, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 53.92, ""revenue_headroom_score"": 46.08, ""customer_acceptance_score"": 90.22, ""revenue_opportunity_score"": 67.71, ""operational_readiness_score"": 74.94}"
18,"Consolidated Growth Opportunities",154,"{""activity"": 11, ""entity_id"": ""ff4e2d38692ce827b1a4f4b8196e680d"", ""entity_type"": ""Seller"", ""sales_value"": 669.18, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 5.01, ""revenue_headroom_score"": 97.57, ""customer_acceptance_score"": 58.12, ""revenue_opportunity_score"": 67.67, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",155,"{""activity"": 42, ""entity_id"": ""b410bdd36d5db7a65dcd42b7ead933b8"", ""entity_type"": ""Seller"", ""sales_value"": 8319.71, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 60.71, ""revenue_headroom_score"": 32.58, ""customer_acceptance_score"": 98.22, ""revenue_opportunity_score"": 67.65, ""operational_readiness_score"": 77.20}"
18,"Consolidated Growth Opportunities",156,"{""activity"": 12, ""entity_id"": ""cfd7ddab722b902f7ac5b5f3ba6d723d"", ""entity_type"": ""Seller"", ""sales_value"": 4058.11, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 10.35, ""revenue_headroom_score"": 56.43, ""customer_acceptance_score"": 96.20, ""revenue_opportunity_score"": 67.55, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",157,"{""activity"": 41, ""entity_id"": ""e63e8bfa530fb16910dd6956e592bb81"", ""entity_type"": ""Seller"", ""sales_value"": 1928.21, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 59.90, ""revenue_headroom_score"": 77.61, ""customer_acceptance_score"": 64.11, ""revenue_opportunity_score"": 67.36, ""operational_readiness_score"": 63.46}"
18,"Consolidated Growth Opportunities",158,"{""activity"": 33, ""entity_id"": ""5160d23075764e18e07c1f4a87fad743"", ""entity_type"": ""Seller"", ""sales_value"": 2837.64, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 52.87, ""revenue_headroom_score"": 66.45, ""customer_acceptance_score"": 69.77, ""revenue_opportunity_score"": 67.33, ""operational_readiness_score"": 74.13}"
18,"Consolidated Growth Opportunities",159,"{""activity"": 29, ""entity_id"": ""0bb738e4d789e63e2267697c42d35a2d"", ""entity_type"": ""Seller"", ""sales_value"": 2925.34, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 48.10, ""revenue_headroom_score"": 65.72, ""customer_acceptance_score"": 93.94, ""revenue_opportunity_score"": 67.32, ""operational_readiness_score"": 48.83}"
18,"Consolidated Growth Opportunities",160,"{""activity"": 12, ""entity_id"": ""d1c7fa84e48cfa21a0e595167c1c500e"", ""entity_type"": ""Seller"", ""sales_value"": 1477.38, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 10.35, ""revenue_headroom_score"": 85.85, ""customer_acceptance_score"": 65.97, ""revenue_opportunity_score"": 67.31, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",161,"{""activity"": 14, ""entity_id"": ""ce616e1913288884e7742faac9d981db"", ""entity_type"": ""Seller"", ""sales_value"": 593.45, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 18.35, ""revenue_headroom_score"": 98.71, ""customer_acceptance_score"": 77.93, ""revenue_opportunity_score"": 67.30, ""operational_readiness_score"": 46.24}"
18,"Consolidated Growth Opportunities",162,"{""activity"": 44, ""entity_id"": ""acce39e832338debb07b02385cde5967"", ""entity_type"": ""Seller"", ""sales_value"": 5923.66, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 62.17, ""revenue_headroom_score"": 42.52, ""customer_acceptance_score"": 82.70, ""revenue_opportunity_score"": 67.10, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",163,"{""activity"": 112, ""entity_id"": ""fc906263ca5083d09dce42fe02247800"", ""entity_type"": ""Seller"", ""sales_value"": 6273.28, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 85.13, ""revenue_headroom_score"": 40.82, ""customer_acceptance_score"": 72.92, ""revenue_opportunity_score"": 67.10, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",164,"{""activity"": 12, ""entity_id"": ""0a85ebe4e328db81ac9109781205e2f7"", ""entity_type"": ""Seller"", ""sales_value"": 805.65, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 10.35, ""revenue_headroom_score"": 95.63, ""customer_acceptance_score"": 89.73, ""revenue_opportunity_score"": 67.03, ""operational_readiness_score"": 39.45}"
18,"Consolidated Growth Opportunities",165,"{""activity"": 57, ""entity_id"": ""376a891762bbdecbc02b4b6adec3fdda"", ""entity_type"": ""Seller"", ""sales_value"": 7693.63, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 69.44, ""revenue_headroom_score"": 35.49, ""customer_acceptance_score"": 94.02, ""revenue_opportunity_score"": 66.99, ""operational_readiness_score"": 70.90}"
18,"Consolidated Growth Opportunities",166,"{""activity"": 29, ""entity_id"": ""1464afc72f696af775557a821c2e253f"", ""entity_type"": ""Seller"", ""sales_value"": 1513.78, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 48.10, ""revenue_headroom_score"": 85.37, ""customer_acceptance_score"": 54.16, ""revenue_opportunity_score"": 66.84, ""operational_readiness_score"": 71.06}"
18,"Consolidated Growth Opportunities",167,"{""activity"": 10, ""entity_id"": ""01bcc9d254a0143f0ce9791b960b2a47"", ""entity_type"": ""Seller"", ""sales_value"": 1644.69, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 0.00, ""revenue_headroom_score"": 82.13, ""customer_acceptance_score"": 73.24, ""revenue_opportunity_score"": 66.82, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",168,"{""activity"": 35, ""entity_id"": ""fde0cc9ea29c8ccfc0a2c22256a58c71"", ""entity_type"": ""Seller"", ""sales_value"": 4921.27, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 54.65, ""revenue_headroom_score"": 48.99, ""customer_acceptance_score"": 83.59, ""revenue_opportunity_score"": 66.79, ""operational_readiness_score"": 75.26}"
18,"Consolidated Growth Opportunities",169,"{""activity"": 12, ""entity_id"": ""d6ab728cf30867cf3f1a2e216ae2f9b7"", ""entity_type"": ""Seller"", ""sales_value"": 2233.82, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 10.35, ""revenue_headroom_score"": 73.97, ""customer_acceptance_score"": 76.07, ""revenue_opportunity_score"": 66.77, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",170,"{""activity"": 10, ""entity_id"": ""c5f7e746b7e6d07def6c0dae9903279b"", ""entity_type"": ""Seller"", ""sales_value"": 1658.92, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 0.00, ""revenue_headroom_score"": 81.89, ""customer_acceptance_score"": 73.24, ""revenue_opportunity_score"": 66.75, ""operational_readiness_score"": 80.84}"
18,"Consolidated Growth Opportunities",171,"{""activity"": 18, ""entity_id"": ""dfc475d54e1b6dbeeb7d7d9bdaa63827"", ""entity_type"": ""Seller"", ""sales_value"": 2122.13, ""opportunity_tier"": ""High Opportunity"", ""market_activity_score"": 30.40, ""revenue_headroom_score"": 75.18, ""customer_acceptance_score"": 83.75, ""revenue_opportunity_score"": 66.71, ""operational_readiness_score"": 57.88}"
